Material,Magnetic Entropy Change,Magnetic Field,Curie Temperature,source,Number,Article Title,Source Title,DOI,mpid
TbTiSi,6.16.1 J/mol K,nan T,,table_only_1stcheck2141.txt,387,Heat Capacity Study of Magnetic Transition in TbTiSi and DyTiSi Compounds,"SOLID STATE PHYSICS: PROCEEDINGS OF THE 55TH DAE SOLID STATE PHYSICS SYMPOSIUM 2010, PTS A AND B",10.1063/1.3606274,Mp-00237
GdInO3,18.37,0-70 kOe,,table_only_1stcheck2144.txt,185,Magnetic and magnetocaloric effect in a stuffed honeycomb polycrystalline antiferromagnet GdInO3,CHINESE PHYSICS B,10.1088/1674-1056/ac43a1,Mp-00238
Glassy Gd4Co3,7.21,50 kOe,,table_only_1stcheck2155.txt,199,Magnetic behavior of Gd4Co3 metallic glass,JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS,10.1016/j.jmmm.2012.09.002,Mp-00239
Glassy Gd4Co3,3.81,20 kOe,,table_only_1stcheck2155.txt,200,Magnetic behavior of Gd4Co3 metallic glass,JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS,10.1016/j.jmmm.2012.09.002,Mp-00240
TbMn2Ge2,24.02,7 T,95,table_only_1stcheck2158.txt,377,"Anisotropic magnetic property, magnetostriction, and giant magnetocaloric effect with plateau behavior in TbMn2Ge2 single crystal",SCIENTIFIC REPORTS,10.1038/s41598-022-23661-4,Mp-00241
GdTiO3,0.1J/cm(3) K,5 T,33,table_only_1stcheck2164.txt,197,Magnetocaloric effect in single crystal GdTiO3,CRYOGENICS,10.1016/j.cryogenics.2019.05.008,Mp-00242
CeCo4B,0.361,1 T,291,table_only_1stcheck2169.txt,11,Magnetocaloric effect in CeCo4B compound,JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2007.11.035,Mp-00243
DyMn2O5,11.09,70 kOe,,table_only_1stcheck2176.txt,65,"Theoretical study of the electronic structure, magnetic and magnetocaloric properties of the DyMn2O5 multiferroic",JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS,10.1016/j.jmmm.2021.167890,Mp-00244
Er2MoO6,15.3,nan T,,table_only_1stcheck2217.txt,80,Structural and cryogenic magnetic properties of the RE2MoO6 (RE = Er and Ho) compounds,CERAMICS INTERNATIONAL,10.1016/j.ceramint.2022.11.013,Mp-00245
Ho2MoO6,15.8,nan T,,table_only_1stcheck2217.txt,208,Structural and cryogenic magnetic properties of the RE2MoO6 (RE = Er and Ho) compounds,CERAMICS INTERNATIONAL,10.1016/j.ceramint.2022.11.013,Mp-00246
ErCo2,33,0-5 T,,table_only_1stcheck2222.txt,86,Tunable magnetic and magnetocaloric properties by thermal annealing in ErCo2 atomized particles,JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2022.168040,Mp-00247
Dy2MoO6,17.22,0-5 T,,table_only_1stcheck2236.txt,34,"Structural, magnetic and magnetocaloric properties of the rare earth (RE) molybdate RE2MoO6 (RE = Dy, Tb and Gd) oxides",CERAMICS INTERNATIONAL,10.1016/j.ceramint.2022.07.088,Mp-00248
Gd2MoO6,27.68,0-5 T,,table_only_1stcheck2236.txt,148,"Structural, magnetic and magnetocaloric properties of the rare earth (RE) molybdate RE2MoO6 (RE = Dy, Tb and Gd) oxides",CERAMICS INTERNATIONAL,10.1016/j.ceramint.2022.07.088,Mp-00249
Tb2MoO6,17.03,0-5 T,,table_only_1stcheck2236.txt,357,"Structural, magnetic and magnetocaloric properties of the rare earth (RE) molybdate RE2MoO6 (RE = Dy, Tb and Gd) oxides",CERAMICS INTERNATIONAL,10.1016/j.ceramint.2022.07.088,Mp-00250
SmNi5,0.59,0-1 T,29,table_only_1stcheck2238.txt,343,Structural and Magnetic Properties and Magnetocaloric Effect in SmNi5 Compound,IEEE TRANSACTIONS ON MAGNETICS,10.1109/TMAG.2018.2868251,Mp-00251
Dy2Cu2O5,12,nan T,10.3,table_only_1stcheck2249.txt,30,Magnetic properties and magnetocaloric effect in metamagnetic RE2Cu2O5 (RE = Dy and Ho) cuprates,JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2015.10.289,Mp-00252
Ho2Cu2O5,12.4,nan T,13.5,table_only_1stcheck2249.txt,206,Magnetic properties and magnetocaloric effect in metamagnetic RE2Cu2O5 (RE = Dy and Ho) cuprates,JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2015.10.289,Mp-00253
TbScO3,23.71,50 kOe,,table_only_1stcheck2257.txt,386,Giant conventional and rotating magnetocaloric effects in TbScO3 single crystal,JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2021.162447,Mp-00254
DyB2,17,5.0 T,,table_only_1stcheck2261.txt,50,Reversible magnetocaloric effect and refrigeration capacity enhanced by two successive magnetic transitions in DyB2,SCIENCE CHINA-TECHNOLOGICAL SCIENCES,10.1007/s11431-011-4684-6,Mp-00255
DyB2,7.4,2.0 T,,table_only_1stcheck2261.txt,51,Reversible magnetocaloric effect and refrigeration capacity enhanced by two successive magnetic transitions in DyB2,SCIENCE CHINA-TECHNOLOGICAL SCIENCES,10.1007/s11431-011-4684-6,Mp-00256
Gd2CoSi2,3,,213,table_only_1stcheck2266.txt,142,Magnetic properties and magnetocaloric effect of Sc2CoSi2-type Gd2CoSi2 and Gd2CoGe2 compounds,INTERMETALLICS,10.1016/j.intermet.2011.10.009,Mp-00257
ErAl,16.4,0-5 T,,table_only_1stcheck2295.txt,85,Magnetic and magnetocaloric properties of equiatomic alloys RAl (R = Ho and Er),JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2014.01.202,Mp-00258
HoAl,22.5,0-5 T,20,table_only_1stcheck2295.txt,228,Magnetic and magnetocaloric properties of equiatomic alloys RAl (R = Ho and Er),JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2014.01.202,Mp-00259
Ce4Sb3,8.9,5 T,5,table_only_1stcheck2325.txt,8,Understanding the magnetic ground state of rare-earth intermetallic compound Ce4Sb3: Magnetization and neutron diffraction studies,JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS,10.1016/j.jmmm.2008.08.102,Mp-00260
EuSe,37.5,5 T,,table_only_1stcheck2356.txt,101,Giant and isotropic low temperature magnetocaloric effect in magnetic semiconductor EuSe,APPLIED PHYSICS LETTERS,10.1063/1.4802260,Mp-00261
Dy6FeSb2,6.9,Up to 5 T,129-370,table_only_1stcheck2357.txt,48,"Tailoring the magnetocaloric, magnetic and thermal properties of Dy-6(Fe,Mn)X2 intermetallics (X=Sb, Te, Bi)",JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2021.161849,Mp-00262
Tb3Co2Ge3,10.9,50.0 kOe,,table_only_1stcheck2380.txt,360,"Magnetic ordering of Hf3Ni2Si3-type {Sm, Tb, Er}(3)Co2Ge3 and {Tb, Ho} 3Ni2Ge3 compounds",JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS,10.1016/j.jmmm.2016.10.036,Mp-00263
AlFe2B2,7.65,0-5 T,290,table_only_1stcheck2385.txt,2,"Magnetic properties, magnetocaloric effect and cooling performance of AlFe2B2 compound: Ab initio, Monte Carlo and numerical modeling study",MATERIALS SCIENCE AND ENGINEERING B-ADVANCED FUNCTIONAL SOLID-STATE MATERIALS,10.1016/j.mseb.2020.114935,Mp-00264
NdMn2Ge2,1.1,2 T,328,table_only_1stcheck2399.txt,303,Effects of size reduction on the magnetic and magnetocaloric properties of NdMn2Ge2 nanoparticles prepared by high-energy ball milling,PHYSICA STATUS SOLIDI B-BASIC SOLID STATE PHYSICS,10.1002/pssb.201451127,Mp-00265
Ho2BaCuO5,10.4,7 T,,table_only_1stcheck2418.txt,204,Structure and cryogenic magnetic properties in Ho2BaCuO5 cuprate,CERAMICS INTERNATIONAL,10.1016/j.ceramint.2017.10.143,Mp-00266
AlFe2B2,6.95,nan T,302,table_only_1stcheck2421.txt,3,Effect of the FeB Impurity on the Magnetic Properties of the Intermetallic Compound AlFe2B2,JOURNAL OF THE KOREAN PHYSICAL SOCIETY,10.3938/jkps.77.824,Mp-00267
Dendrimer,4.16,0.6 T,305,table_only_1stcheck2423.txt,24,The theoretical study of the magneto-caloric effect in a nano-structure formed on a Dendrimer structure,APPLIED PHYSICS A-MATERIALS SCIENCE & PROCESSING,10.1007/s00339-020-04026-y,Mp-00268
PrSi,13.7,1 - 5 T,55,table_only_1stcheck2463.txt,328,"Electronic, magnetic and magneto-caloric properties in intermetallic compound PrSi",PHASE TRANSITIONS,10.1080/01411594.2020.1844201,Mp-00269
La2CoMnO6,4,nan T,232,table_only_1stcheck2473.txt,249,Magnetocaloric Effect in Double Pervoskite La2CoMnO6,"SOLID STATE PHYSICS, PTS 1 AND 2",10.1063/1.4710458,Mp-00270
Ho7Rh3,3.06,5 T,-10,table_only_1stcheck2476.txt,226,"Successive magnetic transitions and magnetocaloric effects in intermetallic compounds RE7Rh3 (RE = Nd, Ho)",JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2020.156379,Mp-00271
Nd7Rh3,6.4,5 T,38.6,table_only_1stcheck2476.txt,292,"Successive magnetic transitions and magnetocaloric effects in intermetallic compounds RE7Rh3 (RE = Nd, Ho)",JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2020.156379,Mp-00272
DyNi4Si,14.5,9 T,11,table_only_1stcheck2477.txt,67,Magnetic Properties and Magnetocaloric Effect of DyNi4Si,ACTA PHYSICA POLONICA A,10.12693/APhysPolA.126.162,Mp-00273
MnPS3,12.8,9 T,9,table_only_1stcheck2480.txt,277,Abnormal magnetic behaviors and large magnetocaloric effect in MnPS3 nanoparticles,JOURNAL OF APPLIED PHYSICS,10.1063/1.3679409,Mp-00274
HoMnO3,13.1,7 T,,table_only_1stcheck2492.txt,237,Magnetocaloric effect in HoMnO3 crystal,APPLIED PHYSICS LETTERS,10.1063/1.3386541,Mp-00275
NdCo2,7.33,5 T,102,table_only_1stcheck2497.txt,295,Magnetocaloric effect and critical exponent analysis around magnetic phase transition in NdCo2 compound,JOURNAL OF PHYSICS D-APPLIED PHYSICS,10.1088/1361-6463/ab8c7f,Mp-00276
ErGa,21.3,5 T,30,table_only_1stcheck2510.txt,97,Large reversible magnetocaloric effect caused by two successive magnetic transitions in ErGa compound,APPLIED PHYSICS LETTERS,10.1063/1.3233925,Mp-00277
CdCr2Se4,1.5,nan kOe,,table_only_1stcheck2522.txt,6,Magnetocaloric effect and inhomogeneity of CdCr2Se4 and HgCr2Se4 single crystals,JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS,10.1016/j.jmmm.2015.03.093,Mp-00278
HgCr2Se4,1.5,nan kOe,,table_only_1stcheck2522.txt,202,Magnetocaloric effect and inhomogeneity of CdCr2Se4 and HgCr2Se4 single crystals,JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS,10.1016/j.jmmm.2015.03.093,Mp-00279
MnCoGe,50,5.0 T,,table_only_1stcheck2523.txt,274,Comparative phase transformation and magnetocaloric effect study of Co and Mn substitution by Cu in MnCoGe compounds,JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2018.10.040,Mp-00280
EuTiO3,40.3,5 T,,table_only_1stcheck2525.txt,104,Observation of giant magnetocaloric effect in EuTi1-xCrxO3,JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2015.07.176,Mp-00281
HoMnO3,8.9,nan T,17.7,table_only_1stcheck2529.txt,238,"Study of structural, magnetic, and magnetocaloric properties of Ho1-xCaxMnO3",APPLIED PHYSICS A-MATERIALS SCIENCE & PROCESSING,10.1007/s00339-021-04991-y,Mp-00282
SrGd2O4,20.39,0-5 T,0,table_only_1stcheck2534.txt,352,Magnetic structure and magnetocaloric properties of SrGd2O4 prepared by solid-state method,APPLIED PHYSICS A-MATERIALS SCIENCE & PROCESSING,10.1007/s00339-022-06255-9,Mp-00283
Fe3AlN,3.355,5 T,780,table_only_1stcheck2544.txt,110,Magnetic energy product and magnetocaloric effect in Fe3AlN anti-perovskite nitride material,SOLID STATE COMMUNICATIONS,10.1016/j.ssc.2021.114451,Mp-00284
Mn3NiN,54,nan T,,table_only_1stcheck2545.txt,270,Magnetic structure and lattice contraction in Mn3NiN,JOURNAL OF APPLIED PHYSICS,10.1063/1.4822023,Mp-00285
DyFe2Si2,16.08,nan T,,table_only_1stcheck2563.txt,61,Magnetic properties and cryogenic magneto-caloric effect in the antiferromagnetic REFe2Si2 (RE = Dy and Tb) compounds,APPLIED PHYSICS A-MATERIALS SCIENCE & PROCESSING,10.1007/s00339-022-06050-6,Mp-00286
TbFe2Si2,9.88,nan T,,table_only_1stcheck2563.txt,374,Magnetic properties and cryogenic magneto-caloric effect in the antiferromagnetic REFe2Si2 (RE = Dy and Tb) compounds,APPLIED PHYSICS A-MATERIALS SCIENCE & PROCESSING,10.1007/s00339-022-06050-6,Mp-00287
HoMnO3,2,2 T,72,table_only_1stcheck2565.txt,239,"Magnetic, thermal and magnetocaloric studies of polycrystalline HoMnO3 compound",APPLIED PHYSICS A-MATERIALS SCIENCE & PROCESSING,10.1007/s00339-019-2776-5,Mp-00288
TbMnO3,17.8,8 T,,table_only_1stcheck2580.txt,379,"A theoretical study of the electronic, magnetic and magnetocaloric properties of the TbMnO3 multiferroic",JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS,10.1016/j.jmmm.2021.168397,Mp-00289
ErCu2,14.9,nan kOe,,table_only_1stcheck2583.txt,89,Magnetic And Magnetocaloric Properties Of The Intermetallic Compound ErCu2,61ST DAE-SOLID STATE PHYSICS SYMPOSIUM,10.1063/1.4980779,Mp-00290
Gd3RuO7,8.12,0-5 T,,table_only_1stcheck2590.txt,158,"Structural, magnetic and magnetocaloric properties in the rare earth ruthenate RE3RuO7 (RE = Pr, Nd, Gd and Tb) oxides with fluorite related structure",CERAMICS INTERNATIONAL,10.1016/j.ceramint.2022.08.265,Mp-00291
Nd3RuO7,2.18,0-5 T,,table_only_1stcheck2590.txt,288,"Structural, magnetic and magnetocaloric properties in the rare earth ruthenate RE3RuO7 (RE = Pr, Nd, Gd and Tb) oxides with fluorite related structure",CERAMICS INTERNATIONAL,10.1016/j.ceramint.2022.08.265,Mp-00292
Pr3RuO7,1.35,0-5 T,,table_only_1stcheck2590.txt,320,"Structural, magnetic and magnetocaloric properties in the rare earth ruthenate RE3RuO7 (RE = Pr, Nd, Gd and Tb) oxides with fluorite related structure",CERAMICS INTERNATIONAL,10.1016/j.ceramint.2022.08.265,Mp-00293
Tb3RuO7,7.78,0-5 T,,table_only_1stcheck2590.txt,367,"Structural, magnetic and magnetocaloric properties in the rare earth ruthenate RE3RuO7 (RE = Pr, Nd, Gd and Tb) oxides with fluorite related structure",CERAMICS INTERNATIONAL,10.1016/j.ceramint.2022.08.265,Mp-00294
Ce5Ge4,11.6,5 T,11.5,table_only_1stcheck2613.txt,10,"Phase relationships, and structural, magnetic, and magnetocaloric properties in the Ce5Si4-Ce5Ge4 system",JOURNAL OF APPLIED PHYSICS,10.1063/1.3276211,Mp-00295
PdNMn3,28.3,nan T,,table_only_1stcheck2616.txt,313,Giant reversible barocaloric effect with low hysteresis in antiperovskite PdNMn3 compound,SCRIPTA MATERIALIA,10.1016/j.scriptamat.2021.114049,Mp-00296
NdMn2Si2,27,5 T,36,table_only_1stcheck2633.txt,304,Magnetic properties and magnetocaloric effect of NdMn2-xTixSi2 compounds,JOURNAL OF PHYSICS D-APPLIED PHYSICS,10.1088/0022-3727/46/44/445002,Mp-00297
GdGa,4.81,5.0 T,183,table_only_1stcheck2634.txt,184,Magnetic properties and magnetocaloric effect of GdGa compound,JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2008.01.115,Mp-00298
TbCo2Si2,1.8,5 T,,table_only_1stcheck2636.txt,369,Magnetic and Magnetocaloric Properties in TbCo2Si2 Alloy,DAE SOLID STATE PHYSICS SYMPOSIUM 2019,10.1063/5.0017665,Mp-00299
HoFeAl,7,5 T,87,table_only_1stcheck2646.txt,235,"Large magnetic refrigerant capacity of HoFe1-xCoxAl (x=0, 0.3) compounds",RARE METALS,10.1007/s12598-016-0829-x,Mp-00300
SrCoO3,2.89,5 T,300,table_only_1stcheck2649.txt,351,Magnetic cooling and critical exponents at near room temperature: The SrCoO3 perovskite,CHEMICAL PHYSICS LETTERS,10.1016/j.cplett.2021.139269,Mp-00301
ErCu2Si2,22.8,0 to 5 T,,table_only_1stcheck2660.txt,90,"Magnetic properties and magnetocaloric effect in the RCu2Si2 and RCu2Ge2 (R = Ho, Er) compounds",JOURNAL OF APPLIED PHYSICS,10.1063/1.4864419,Mp-00302
ErCu2Si2,8.3,1 T,,table_only_1stcheck2660.txt,91,"Magnetic properties and magnetocaloric effect in the RCu2Si2 and RCu2Ge2 (R = Ho, Er) compounds",JOURNAL OF APPLIED PHYSICS,10.1063/1.4864419,Mp-00303
ErCu2Si2,15.8,2 T,,table_only_1stcheck2660.txt,92,"Magnetic properties and magnetocaloric effect in the RCu2Si2 and RCu2Ge2 (R = Ho, Er) compounds",JOURNAL OF APPLIED PHYSICS,10.1063/1.4864419,Mp-00304
TbNi4Si,9.95,50 kOe,30,table_only_1stcheck2669.txt,383,"Magnetic ordering and coercivity of {Y, Tb}Ni4Si, NdNi3TSi (T = Mn - Cu) and Sm1-xTbxNi3FeSi solid solutions",JOURNAL OF SOLID STATE CHEMISTRY,10.1016/j.jssc.2018.05.019,Mp-00305
HoNiAl,23.6,50 kOe,14,table_only_1stcheck2685.txt,240,"Effect of magnetic polarons on the magnetic, magnetocaloric, and magnetoresistance properties of the intermetallic compound HoNiAl",JOURNAL OF APPLIED PHYSICS,10.1063/1.2724740,Mp-00306
FeNb,8.65J mol(-1) K-1,5 T,43,table_only_1stcheck2700.txt,130,Dinuclear molecular magnets with unblocked magnetic connectivity: magnetocaloric effect,RSC ADVANCES,10.1039/c8ra01609g,Mp-00307
La2NiMnO6,1.17,5 T,,table_only_1stcheck2707.txt,250,"Influence of K addition on the magnetic and magnetocaloric properties of La2-xKxNiMnO6 (x=0, 0.2 and 0.4) double perovskite",PHYSICA C-SUPERCONDUCTIVITY AND ITS APPLICATIONS,10.1016/j.physc.2018.05.015,Mp-00308
NdCo4Ga,0.62,1.5 T,405,table_only_1stcheck2731.txt,299,Structural and magnetic properties of Dy(1-x)Nc(1-x)Co(4)Ga compounds,JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2010.01.122,Mp-00309
DyTiO3,15.88,2 and 5 T,65,table_only_1stcheck2747.txt,72,Large magnetocaloric properties in single-crystal dysprosium titanate,MATERIALS LETTERS,10.1016/j.matlet.2011.12.065,Mp-00310
ErSi,14.8,0-5 T,,table_only_1stcheck2760.txt,99,Magnetocaloric Effect in ErSi Compound,IEEE TRANSACTIONS ON MAGNETICS,10.1109/TMAG.2011.2153837,Mp-00311
NdCu2Si2,5.9,7 T,13.6,table_only_1stcheck2787.txt,301,Magnetic properties and magnetocaloric effect (MCE) in the rare-earths (RE) based RECu2Si2 (RE = Nd and Pr) compounds,SOLID STATE COMMUNICATIONS,10.1016/j.ssc.2022.114696,Mp-00312
PrCu2Si2,8,7 T,3.5,table_only_1stcheck2787.txt,327,Magnetic properties and magnetocaloric effect (MCE) in the rare-earths (RE) based RECu2Si2 (RE = Nd and Pr) compounds,SOLID STATE COMMUNICATIONS,10.1016/j.ssc.2022.114696,Mp-00313
NdCo2B2,4.5,20 kOe,27,table_only_1stcheck2798.txt,296,Magnetic properties and magnetocaloric effect in NdCo2B2 compound,JOURNAL OF PHYSICS D-APPLIED PHYSICS,10.1088/0022-3727/42/14/145003,Mp-00314
NdCo2B2,8.3,70 kOe,27,table_only_1stcheck2798.txt,297,Magnetic properties and magnetocaloric effect in NdCo2B2 compound,JOURNAL OF PHYSICS D-APPLIED PHYSICS,10.1088/0022-3727/42/14/145003,Mp-00315
NdGa,15.5,0-5 T,42,table_only_1stcheck2800.txt,302,Large magnetocaloric effect of NdGa compound due to successive magnetic transitions,AIP ADVANCES,10.1063/1.5006506,Mp-00316
Fe4MnSi3,4,5.0 T,300,table_only_1stcheck2812.txt,113,Revised magnetic phase diagram for FexMn5-xSi3 intermetallics,JOURNAL OF APPLIED PHYSICS,10.1063/1.1688219,Mp-00317
Dy2Ni7,7.3,50 kOe,,table_only_1stcheck2818.txt,37,"Successive magnetic transitions and low temperature magnetocaloric effect in RE2Ni7 (RE=Dy, Ho)",JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS,10.1016/j.jmmm.2011.01.004,Mp-00318
Ho2Ni7,2.5,50 kOe,,table_only_1stcheck2818.txt,210,"Successive magnetic transitions and low temperature magnetocaloric effect in RE2Ni7 (RE=Dy, Ho)",JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS,10.1016/j.jmmm.2011.01.004,Mp-00319
NdAl2,1.18,30 kOe,77,table_only_1stcheck2820.txt,293,Low temperature crystal structure and magnetic properties of RAl2,JOURNAL OF APPLIED PHYSICS,10.1063/1.4859096,Mp-00320
PrAl2,3.15,30 kOe,32,table_only_1stcheck2820.txt,324,Low temperature crystal structure and magnetic properties of RAl2,JOURNAL OF APPLIED PHYSICS,10.1063/1.4859096,Mp-00321
Ho5Si4,14.8,50 kOe,76,table_only_1stcheck2834.txt,224,Magnetic and magnetothermodynamic properties of Ho5Si4,JOURNAL OF APPLIED PHYSICS,10.1063/1.3365515,Mp-00322
DyFeSi,4.8,nan T,70,table_only_1stcheck2879.txt,63,Large magnetocaloric effects of RFeSi (R = Tb and Dy) compounds for magnetic refrigeration in nitrogen and natural gas liquefaction,APPLIED PHYSICS LETTERS,10.1063/1.4832218,Mp-00323
TbFeSi,5.3,nan T,110,table_only_1stcheck2879.txt,376,Large magnetocaloric effects of RFeSi (R = Tb and Dy) compounds for magnetic refrigeration in nitrogen and natural gas liquefaction,APPLIED PHYSICS LETTERS,10.1063/1.4832218,Mp-00324
DyVO4,26,nan T,,table_only_1stcheck2891.txt,75,Giant magnetocaloric effect in antiferromagnetic DyVO4 compound,PHYSICA B-CONDENSED MATTER,10.1016/j.physb.2014.03.019,Mp-00325
ErCoAl,18.5,30-70 kOe,16,table_only_1stcheck2911.txt,88,Large Magnetocaloric Effect and Magnetic Properties in ErCoAl,"20TH INTERNATIONAL CONFERENCE ON MAGNETISM, ICM 2015",10.1016/j.phpro.2015.12.145,Mp-00326
Dy2Ni2In,6.4,0-5 T,,table_only_1stcheck2922.txt,35,"Structural and cryogenic magnetic properties of RE2Ni2In (RE = Pr, Nd, Dy and Ho) compounds",DALTON TRANSACTIONS,10.1039/c9dt03245b,Mp-00327
Ho2Ni2In,11.5,0-5 T,,table_only_1stcheck2922.txt,209,"Structural and cryogenic magnetic properties of RE2Ni2In (RE = Pr, Nd, Dy and Ho) compounds",DALTON TRANSACTIONS,10.1039/c9dt03245b,Mp-00328
Nd2Ni2In,11.5,0-5 T,10.5,table_only_1stcheck2922.txt,287,"Structural and cryogenic magnetic properties of RE2Ni2In (RE = Pr, Nd, Dy and Ho) compounds",DALTON TRANSACTIONS,10.1039/c9dt03245b,Mp-00329
Pr2Ni2In,9.3,0-5 T,7.5,table_only_1stcheck2922.txt,319,"Structural and cryogenic magnetic properties of RE2Ni2In (RE = Pr, Nd, Dy and Ho) compounds",DALTON TRANSACTIONS,10.1039/c9dt03245b,Mp-00330
HoAgGa,16,5 T,7.2,table_only_1stcheck2926.txt,227,Magnetic properties and magnetocaloric effect of the HoAgGa compound,APPLIED PHYSICS LETTERS,10.1063/1.4826440,Mp-00331
Fe2Ta,0.26,7 T,36,table_only_1stcheck2930.txt,107,Magnetic and Magnetocaloric Properties in the Non-stoichiometric Fe2+xTa1-x (x=0-0.25) Alloys,JOURNAL OF SUPERCONDUCTIVITY AND NOVEL MAGNETISM,10.1007/s10948-022-06263-z,Mp-00332
Gd2MgTiO6 DP,46.21,0-7 T,,table_only_1stcheck2964.txt,147,Magnetic properties and giant cryogenic magnetocaloric effect in B-site ordered antiferromagnetic Gd2MgTiO6 double perovskite oxide,ACTA MATERIALIA,10.1016/j.actamat.2022.117669,Mp-00333
GdCoC2,28.4,0-5 T,15,table_only_1stcheck2967.txt,176,Magnetic properties and giant reversible magnetocaloric effect in GdCoC2,RSC ADVANCES,10.1039/c6ra16486b,Mp-00334
Dy2Co2Ga,7.5,7 T,55,table_only_1stcheck2969.txt,28,"Structure, magnetic and cryogenic magneto-caloric properties in intermetallic gallium compounds RE2Co2Ga (RE = Dy, Ho, Er, and Tm)",JOURNAL OF APPLIED PHYSICS,10.1063/1.5044578,Mp-00335
Er2Co2Ga,11.2,7 T,25.5,table_only_1stcheck2969.txt,78,"Structure, magnetic and cryogenic magneto-caloric properties in intermetallic gallium compounds RE2Co2Ga (RE = Dy, Ho, Er, and Tm)",JOURNAL OF APPLIED PHYSICS,10.1063/1.5044578,Mp-00336
Ho2Co2Ga,14.6,7 T,38.5,table_only_1stcheck2969.txt,205,"Structure, magnetic and cryogenic magneto-caloric properties in intermetallic gallium compounds RE2Co2Ga (RE = Dy, Ho, Er, and Tm)",JOURNAL OF APPLIED PHYSICS,10.1063/1.5044578,Mp-00337
Tm2Co2Ga,13.2,7 T,11.6,table_only_1stcheck2969.txt,388,"Structure, magnetic and cryogenic magneto-caloric properties in intermetallic gallium compounds RE2Co2Ga (RE = Dy, Ho, Er, and Tm)",JOURNAL OF APPLIED PHYSICS,10.1063/1.5044578,Mp-00338
GdZn,7,nan T,270,table_only_1stcheck2975.txt,198,Gd-Zn alloys as active magnetic regenerator materials for magnetic refrigeration,CRYOCOOLERS 10,nan,Mp-00339
HoCuSi,33.1,0-5 T,,table_only_1stcheck2987.txt,233,Giant reversible magnetocaloric effect in metamagnetic HoCuSi compound,APPLIED PHYSICS LETTERS,10.1063/1.3386536,Mp-00340
Mn3Sn2,28.2mJ/cm(3) K,5 T,257,table_only_1stcheck2991.txt,271,"Magnetic properties and magnetocaloric effect of, (Mn1-xNix)(3)Sn-2(x=0-0.5) compounds",JOURNAL OF APPLIED PHYSICS,10.1063/1.3062953,Mp-00341
DyFeAl,8.3,7 T,129,table_only_1stcheck2997.txt,62,Study of the critical behaviour and magnetocaloric effect in DyFeAl,INTERMETALLICS,10.1016/j.intermet.2013.11.019,Mp-00342
GdVO4,49,60 kOe,,table_only_1stcheck3005.txt,317,Electronic structure and large magnetocaloric effect in GdVO4 nanocrystals,JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2021.161002,Mp-00343
GdCrO3,2.64,5 T,,table_only_1stcheck3006.txt,284,"Magnetocaloric, electronic, magnetic, optical and thermoelectric properties in antiferromagnetic semiconductor GdCrO3: Monte Carlo simulation and density functional theory",JOURNAL OF CRYSTAL GROWTH,10.1016/j.jcrysgro.2021.126509,Mp-00344
SmMnO3,8,7 T,,table_only_1stcheck3042.txt,519,Magnetic State and Magnetocaloric Effect of SmMnO3,JOURNAL OF SUPERCONDUCTIVITY AND NOVEL MAGNETISM,10.1007/s10948-012-1727-6,Mp-00345
DyCo2,7,2 T,,table_only_1stcheck3083.txt,83,"Heat flow measurements and the order of the magnetic transition in (Dy,Gd)Co-2 solid solutions",JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2011.11.027,Mp-00346
YMnO3,18.31,10 T,,table_only_1stcheck3090.txt,608,"Electronic, Magnetic, Electric and Magnetocaloric Properties of the Multiferroic Orthorhombic YMnO3",JOURNAL OF SUPERCONDUCTIVITY AND NOVEL MAGNETISM,10.1007/s10948-022-06217-5,Mp-00347
