Material,Magnetic Entropy Change,Magnetic Field,Curie Temperature,source,Number,Article Title,Source Title,DOI,mpid
GdNi,14.5,5.0 T,,table_only_1stcheck6964.txt,195,Influence of interstitial and substitutional atoms on magnetocaloric effects in RNi compounds,MATERIALS CHEMISTRY AND PHYSICS,10.1016/j.matchemphys.2021.124455,Mp-00676
DyCu2,5.2,50 kOe,,table_only_1stcheck6976.txt,62,"Preservation of large low temperature magnetocaloric effect in metamagnetic intermetallic compounds RCu2 (R = Gd, Tb, Dy, Ho and Er) upon rapid solidification",JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2019.152659,Mp-00677
ErCu2,11.7,50 kOe,,table_only_1stcheck6976.txt,94,"Preservation of large low temperature magnetocaloric effect in metamagnetic intermetallic compounds RCu2 (R = Gd, Tb, Dy, Ho and Er) upon rapid solidification",JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2019.152659,Mp-00678
GdCu2,2.1,50 kOe,,table_only_1stcheck6976.txt,184,"Preservation of large low temperature magnetocaloric effect in metamagnetic intermetallic compounds RCu2 (R = Gd, Tb, Dy, Ho and Er) upon rapid solidification",JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2019.152659,Mp-00679
HoCu2,17.2,50 kOe,,table_only_1stcheck6976.txt,236,"Preservation of large low temperature magnetocaloric effect in metamagnetic intermetallic compounds RCu2 (R = Gd, Tb, Dy, Ho and Er) upon rapid solidification",JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2019.152659,Mp-00680
TbCu2,5.5,50 kOe,,table_only_1stcheck6976.txt,367,"Preservation of large low temperature magnetocaloric effect in metamagnetic intermetallic compounds RCu2 (R = Gd, Tb, Dy, Ho and Er) upon rapid solidification",JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2019.152659,Mp-00681
ErAl2,34,70 kOe,10,table_only_1stcheck7091.txt,85,Magnetocaloric effect in melt-spun rare earth intermetallic compound ErAl2,AIP ADVANCES,10.1063/9.0000358,Mp-00682
CeCrGe3,2.2,5 T,70,table_only_1stcheck7100.txt,17,Study on magnetocaloric and thermoelectric application potential of ferromagnetic compound CeCrGe3,JOURNAL OF APPLIED PHYSICS,10.1063/1.5107450,Mp-00683
MnPtGa,1.9,5 T,236,table_only_1stcheck7125.txt,301,Evolution of noncollinear magnetism in magnetocaloric MnPtGa,PHYSICAL REVIEW MATERIALS,10.1103/PhysRevMaterials.4.044405,Mp-00684
YbCrO4,5.07,50 kOe,,table_only_1stcheck7140.txt,396,"Structural correlation to ferroelectric order, non-Griffiths like phase and magnetocaloric effect in YbCrO4",JOURNAL OF PHYSICS-CONDENSED MATTER,10.1088/1361-648X/ac4e46,Mp-00685
TbMn2Si2,7.2,20 kOe,,table_only_1stcheck7205.txt,369,Large exchange bias and magnetocaloric effect in TbMn2Si2,JOURNAL OF APPLIED PHYSICS,10.1063/1.4903770,Mp-00686
TbMn2Si2,5.4,20 kOe,,table_only_1stcheck7205.txt,370,Large exchange bias and magnetocaloric effect in TbMn2Si2,JOURNAL OF APPLIED PHYSICS,10.1063/1.4903770,Mp-00687
Al2Mn2O7,4.5,5 T,,table_only_1stcheck7208.txt,6,"Investigation of Griffiths-like phase at low temperature in a new magnetocaloric compound, Al2Mn2O7",JOURNAL OF PHYSICS AND CHEMISTRY OF SOLIDS,10.1016/j.jpcs.2020.109605,Mp-00688
NdZn2,9,,,table_only_1stcheck7214.txt,318,Magnetocaloric effect in Gd1-xNdxZn2,JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS,10.1016/j.jmmm.2017.04.064,Mp-00689
MnCr2O4,5.3,50 kOe,,table_only_1stcheck7224.txt,296,Critical behavior and reversible magnetocaloric effect in multiferroic MnCr2O4,JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS,10.1016/j.jmmm.2017.03.068,Mp-00690
Gd2BaNiO5,36,0-7 T,,table_only_1stcheck7238.txt,144,"Magnetization, ESR, and giant magnetocaloric effects in nanocrystals of Haldane-chain compound Gd2BaNiO5",APPLIED PHYSICS LETTERS,10.1063/1.4997582,Mp-00691
Gd,23.42,7 T,,table_only_1stcheck7255.txt,138,Lanthanide clusters of phenanthroline containing a pyridine-pyrazole based ligand: magnetism and cell imaging,DALTON TRANSACTIONS,10.1039/d0dt04122j,Mp-00692
HoCo2,12.72,2 T,,table_only_1stcheck7351.txt,231,"A case of multifunctional intermetallic compounds: negative thermal expansion coupling with magnetocaloric effect in (Gd,Ho)(Co,Fe)(2)",INORGANIC CHEMISTRY FRONTIERS,10.1039/c9qi00880b,Mp-00693
Cr2O3,2-5*10^-3,nan T,,table_only_1stcheck7360.txt,36,Multicaloric effect in a solid: New aspects,JOURNAL OF EXPERIMENTAL AND THEORETICAL PHYSICS,10.1134/S1063776114070097,Mp-00694
GdSrCoFeO6,13,0-7 T,65,table_only_1stcheck7457.txt,211,Magnetoelastic Coupling and Cryogenic Magnetocaloric Effect in Two-Site Disordered GdSrCoFeO6 Double Perovskite,CHEMISTRY OF MATERIALS,10.1021/acs.chemmater.2c03574,Mp-00695
HoCu2,19.3,nan kOe,,table_only_1stcheck7485.txt,237,Observation of large low temperature magnetocaloric effect in HoCu2,JOURNAL OF APPLIED PHYSICS,10.1063/1.4921360,Mp-00696
MnCr2O4,6.1,50 kOe,,table_only_1stcheck7517.txt,297,"An investigation of reentrant spin-glass behavior, magnetocaloric effect and critical behavior of MnCr2O4",JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2021.160224,Mp-00697
ErNi,29,50 kOe,10,table_only_1stcheck7638.txt,101,Large reversible magnetocaloric effect in RNi compounds,JOURNAL OF PHYSICS D-APPLIED PHYSICS,10.1088/0022-3727/41/24/245006,Mp-00698
GdNi,17,50 kOe,69,table_only_1stcheck7638.txt,196,Large reversible magnetocaloric effect in RNi compounds,JOURNAL OF PHYSICS D-APPLIED PHYSICS,10.1088/0022-3727/41/24/245006,Mp-00699
HoNi,15,50 kOe,36.5,table_only_1stcheck7638.txt,246,Large reversible magnetocaloric effect in RNi compounds,JOURNAL OF PHYSICS D-APPLIED PHYSICS,10.1088/0022-3727/41/24/245006,Mp-00700
LaMnO3,1.7J/K/mol,nan T,140,table_only_1stcheck7680.txt,270,Heat capacity of LaMnO3,THERMOCHIMICA ACTA,10.1016/S0040-6031(97)00147-0,Mp-00701
Sr2CoTeO6,4.2,nan T,,table_only_1stcheck7716.txt,349,Factors determining the effect of Co(II) in the ordered double perovskite structure: Sr2CoTeO6,JOURNAL OF MATERIALS CHEMISTRY,10.1039/b413341b,Mp-00702
ErPdSb,22,90 kOe,,table_only_1stcheck7750.txt,106,"Multi-functional properties of non-centrosymmetric ternary half-Heuslers, RPdSb (R = Er and Ho)",JOURNAL OF PHYSICS D-APPLIED PHYSICS,10.1088/1361-6463/aac567,Mp-00703
HoPdSb,48,90 kOe,,table_only_1stcheck7750.txt,255,"Multi-functional properties of non-centrosymmetric ternary half-Heuslers, RPdSb (R = Er and Ho)",JOURNAL OF PHYSICS D-APPLIED PHYSICS,10.1088/1361-6463/aac567,Mp-00704
Co2HfSn,29.87,5 T,,table_only_1stcheck7833.txt,24,Itinerant magnetism in the half-metallic Heusler compound Co2HfSn: Evidence from critical behavior combined with first-principles calculations,PHYSICAL REVIEW B,10.1103/PhysRevB.103.094425,Mp-00705
Sm2CoRuO6,3,50.0 kOe,78,table_only_1stcheck7863.txt,345,Octahedral tilting and emergence of ferrimagnetism in cobalt-ruthenium based double perovskites,JOURNAL OF PHYSICS-CONDENSED MATTER,10.1088/1361-648X/ab27f5,Mp-00706
HoN,14,nan T,,table_only_1stcheck7937.txt,245,Experimental investigation of nitrogenation process for heavy rare earth nitrides from their hydrides,AIP ADVANCES,10.1063/1.5093097,Mp-00707
Eu2In,35.6,nan T,55.2,table_only_1stcheck7956.txt,112,Crystal structure and physical properties of Yb2In and Eu2-xYbxIn alloys,PHYSICAL REVIEW MATERIALS,10.1103/PhysRevMaterials.4.104402,Mp-00708
PBMO,5.3418,,,table_only_1stcheck7996.txt,329,"Low field magnetoresistance, temperature coefficient of resistance and magnetocaloric effect in Pr2/3Ba1/3MnO3:PdO composites",MATERIALS LETTERS,10.1016/j.matlet.2010.08.051,Mp-00709
Mn5Ge3,4.96,3 T,,table_only_1stcheck8008.txt,288,"Critical behavior and magnetocaloric effect of Mn4.75Ge3(Co, Fe)(0.25) alloys",JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2016.12.028,Mp-00710
Co2Nb,7.04,5 T,4.87,table_only_1stcheck8119.txt,26,Comprehensive thermodynamic study of three Co(II)- and Fe(II)-based octacyanoniobates,PHYSICAL REVIEW B,10.1103/PhysRevB.104.214428,Mp-00711
Fe2Nb,4.93,5 T,8.44,table_only_1stcheck8119.txt,120,Comprehensive thermodynamic study of three Co(II)- and Fe(II)-based octacyanoniobates,PHYSICAL REVIEW B,10.1103/PhysRevB.104.214428,Mp-00712
PrCo3,1.3,,330,table_only_1stcheck8200.txt,338,Low field magnetocaloric effect of PrCo3 compounds,APPLIED PHYSICS A-MATERIALS SCIENCE & PROCESSING,10.1007/s00339-022-05702-x,Mp-00713
